¥Ó½Ð¤é´Á,¾÷ºØ®Æ¸¹,¾÷ºØ«~¦W,²£´ú®Æ¸¹- ¬y¤ô¸¹,"²£´ú®Æ¸¹-
 ª©¥»¸¹",¬y¤ô¸¹+ª©¥»¸¹,²£´ú«~¦W,­t³d¤H,µ{¦¡­×§ï,¥¿¦¡ EC,³Æµù(EC³æ¸¹),"EC
 ´£¥X¤é´Á","EC
 §¹¦¨¤é´Á",,,,,,,,,,,
2022/10/5,1102A1371300,EWS357APv3 (FCC),FA7000134,211,FA7000134211,Test EWS357APv3 (FCC) Throughput Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371300,EWS357APv3 (FCC),FA7000135,251,FA7000135251,Test EWS357APv3 (FCC) MAC 2.51,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371301,EWS357APv3 (ETSI),FA7000136,201,FA7000136201,Test EWS357APv3 (ETSI) Fianl Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371301,EWS357APv3 (ETSI),FA7000137,221,FA7000137221,Test EWS357APv3 (ETSI) Power Calibration 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371301,EWS357APv3 (ETSI),FA7000138,211,FA7000138211,Test EWS357APv3 (ETSI) Throughput Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371301,EWS357APv3 (ETSI),FA7000139,251,FA7000139251,Test EWS357APv3 (ETSI) MAC 2.51,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371302,EWS357APv3 (UK),FA7000140,200,FA7000140200,Test EWS357APv3 (UK) Fianl Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371302,EWS357APv3 (UK),FA7000141,200,FA7000141200,Test EWS357APv3 (UK) Power Calibration 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371302,EWS357APv3 (UK),FA7000142,200,FA7000142200,Test EWS357APv3 (UK) Throughput Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371302,EWS357APv3 (UK),FA7000143,200,FA7000143200,Test EWS357APv3 (UK) MAC 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371303,EWS357APv3 (INT),FA7000144,201,FA7000144201,Test EWS357APv3 (INT) Fianl Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371303,EWS357APv3 (INT),FA7000145,221,FA7000145221,Test EWS357APv3 (INT) Power Calibration 2.21,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371303,EWS357APv3 (INT),FA7000146,211,FA7000146211,Test EWS357APv3 (INT) Throughput Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371303,EWS357APv3 (INT),FA7000147,251,FA7000147251,Test EWS357APv3 (INT) MAC 2.51,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371304,ECW220v2 (INT),FA7000148,201,FA7000148201,Test ECW220v2 (INT) Fianl Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371304,ECW220v2 (INT),FA7000149,201,FA7000149201,Test ECW220v2 (INT) Power Calibration 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371304,ECW220v2 (INT),FA7000150,201,FA7000150201,Test ECW220v2 (INT) Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371304,ECW220v2 (INT),FA7000151,211,FA7000151211,Test ECW220v2 (INT) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371305,ECW220v2 (ETSI),FA7000152,201,FA7000152201,Test ECW220v2 (ETSI) Fianl Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371305,ECW220v2 (ETSI),FA7000153,201,FA7000153201,Test ECW220v2 (ETSI) Power Calibration 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371305,ECW220v2 (ETSI),FA7000154,201,FA7000154201,Test ECW220v2 (ETSI) Throughput Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1102A1371305,ECW220v2 (ETSI),FA7000155,211,FA7000155211,Test ECW220v2 (ETSI) MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/5,1402A0214301,FS-T1024E (US),FA7000156,221,FA7000156221,Test FS-T1024E (US) Fianl Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214301,FS-T1024E (US),FA7000157,221,FA7000157221,Test FS-T1024E (US) InnerLoop Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214301,FS-T1024E (US),FA7000158,221,FA7000158221,Test FS-T1024E (US) System Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214301,FS-T1024E (US),FA7000159,251,FA7000159251,Test FS-T1024E (US) MAC 2.51,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214302,FS-T1024E (EU),FA7000160,221,FA7000160221,Test FS-T1024E (EU) Fianl Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214302,FS-T1024E (EU),FA7000161,221,FA7000161221,Test FS-T1024E (EU) InnerLoop Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214302,FS-T1024E (EU),FA7000162,221,FA7000162221,Test FS-T1024E (EU) System Test 2.21,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1402A0214302,FS-T1024E (EU),FA7000163,251,FA7000163251,Test FS-T1024E (EU) MAC 2.51,¬M¥ô,Done,Done,SENAO111-202212-0170,2022/12/22,2023/1/6,,,,,,,,,,,
2022/10/5,1408A0008300,MX68-HW,FA7000164,241,FA7000164241,Test MX68-HW Fianl Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0057,2022/12/8,2022/12/15,,,,,,,,,,,
2022/10/5,1408A0008300,MX68-HW,FA7000165,231,FA7000165231,Test MX68-HW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/5,5216A1490000,MX68-HW,FA7000166,241,FA7000166241,Test MX68-HW PCBA Test 2.41,ÄÊ¼Ý,X,X,¦¹PCBA »sµ{´ú¸Õ²¾°£,X,X,,,,,,,,,,,
2022/10/5,1408A0008300,MX68-HW,FA7000167,221,FA7000167221,Test MX68-HW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/5,1408A0008301,MX68W-HW,FA7000168,241,FA7000168241,Test MX68W-HW Fianl Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0057,2022/12/8,2022/12/15,,,,,,,,,,,
2022/10/5,1408A0008301,MX68W-HW,FA7000169,231,FA7000169231,Test MX68W-HW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/5,5216A1490010,MX68W-HW,FA7000170,241,FA7000170241,Test MX68W-HW PCBA Test 2.41,ÄÊ¼Ý,X,X,¦¹PCBA »sµ{´ú¸Õ²¾°£,X,X,,,,,,,,,,,
2022/10/5,1408A0008301,MX68W-HW,FA7000171,241,FA7000171241,Test MX68W-HW Power Calibration Radio12 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0057,2022/12/8,2022/12/15,,,,,,,,,,,
2022/10/5,1408A0008301,MX68W-HW,FA7000172,211,FA7000172211,Test MX68W-HW Throughput Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0057,2022/12/8,2022/12/15,,,,,,,,,,,
2022/10/5,1408A0008301,MX68W-HW,FA7000173,221,FA7000173221,Test MX68W-HW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000174,241,FA7000174241,Test MX68CW-HW-NA Fianl Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000175,231,FA7000175231,Test MX68CW-HW-NA IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000176,231,FA7000176231,Test MX68CW-HW-NA LTE Test 2.31,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000177,241,FA7000177241,Test MX68CW-HW-NA PCBA Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000178,201,FA7000178201,Test MX68CW-HW-NA Power Calibration LTE II 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000179,221,FA7000179221,Test MX68CW-HW-NA Power Calibration LTE 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000180,241,FA7000180241,Test MX68CW-HW-NA Power Calibration Radio12 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000181,211,FA7000181211,Test MX68CW-HW-NA Throughput Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0101,2022/12/14,2022/12/21,,,,,,,,,,,
2022/10/5,1408A0008302,MX68CW-HW-NA,FA7000182,221,FA7000182221,Test MX68CW-HW-NA MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000183,241,FA7000183241,Test MX68CW-HW-WW Fianl Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000184,231,FA7000184231,Test MX68CW-HW-WW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000185,221,FA7000185221,Test MX68CW-HW-WW LTE Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000186,241,FA7000186241,Test MX68CW-HW-WW PCBA Test 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000187,201,FA7000187201,Test MX68CW-HW-WW Power Calibration LTE II 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000188,221,FA7000188221,Test MX68CW-HW-WW Power Calibration LTE 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000189,241,FA7000189241,Test MX68CW-HW-WW Power Calibration Radio12 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000190,211,FA7000190211,Test MX68CW-HW-WW Throughput Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0089,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0008303,MX68CW-HW-WW,FA7000191,221,FA7000191221,Test MX68CW-HW-WW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/5,5216A2512000,C-360 ADJUST,FA7000192,231,FA7000192231,Test C-360 Power Calibration2G5G L 2.31,Â@¶f,Done,Done,SENAO111-202301-0106,2023/1/17,2023/2/2,,,,,,,,,,,
2022/10/5,5216A2512000,C-360 ADJUST,FA7000193,241,FA7000193241,Test C-360 Power Calibration 6G Scan BLE 2.41,Â@¶f,Done,Done,SENAO111-202301-0106,2023/1/17,2023/2/2,,,,,,,,,,,
2022/10/5,5216A2512000,C-360 ADJUST,FA7000194,211,FA7000194211,Test C-360 FW Upgrade 2.11,Â@¶f,,,,,,,,,,,,,,,,
2022/10/5,1102A1448300,C-360,FA7000195,231,FA7000195231,Test C-360 Write BLE MAC 2.31,à±µ¾,Done,Done,SENAO111-202212-0155,2022/12/21,2022/12/27,,,,,,,,,,,
2022/10/5,1102A1448300,C-360,FA7000196,221,FA7000196221,Test C-360 TP_Iron 2.21,à±µ¾,X,X,µ{¦¡¶iª©(¼W¥[²£´ú®Æ¸¹),X,X,,,,,,,,,,,
2022/10/5,1102A1448300,C-360,FA7000197,221,FA7000197221,Test C-360 TP_Pine 2.21,à±µ¾,X,X,µ{¦¡¶iª©(¼W¥[²£´ú®Æ¸¹),X,X,,,,,,,,,,,
2022/10/5,1102A1448300,C-360,FA7000198,241,FA7000198241,Test C-360 MAC 2.41,à±µ¾,X,X,µ{¦¡¶iª©(¼W¥[²£´ú®Æ¸¹),X,X,,,,,,,,,,,
2022/10/5,1102A1448300,C-360,FA7000199,251,FA7000199251,Test C-360 Customer FW Upgrade 2.51,à±µ¾,X,X,µ{¦¡¶iª©(¼W¥[²£´ú®Æ¸¹),X,X,,,,,,,,,,,
2022/10/5,1408A0009300,MX67-HW,FA7000203,221,FA7000203221,Test MX67-HW Fianl Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0079,2022/12/13,2022/12/16,,,,,,,,,,,
2022/10/5,1408A0009300,MX67-HW,FA7000204,231,FA7000204231,Test MX67-HW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/5,5216A1489000,MX67-HW,FA7000205,221,FA7000205221,Test MX67-HW PCBA Test 2.21,ÄÊ¼Ý,X,X,¦¹PCBA »sµ{´ú¸Õ²¾°£,X,X,,,,,,,,,,,
2022/10/5,1408A0009300,MX67-HW,FA7000206,221,FA7000206221,Test MX67-HW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/6,5216A1718090,EWS377-FIT ADJUST,FA7000118,200,FA7000118200,Test EWS377-FIT Power Calibration 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350315,EWS377-FIT (FCC),FA7000119,200,FA7000119200,Test EWS377-FIT (FCC) Throughput Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350315,EWS377-FIT (FCC),FA7000120,200,FA7000120200,Test EWS377-FIT (FCC) MAC 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350316,EWS377-FIT (ETSI),FA7000121,200,FA7000121200,Test EWS377-FIT (ETSI) Throughput Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350316,EWS377-FIT (ETSI),FA7000122,200,FA7000122200,Test EWS377-FIT (ETSI) MAC 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350317,EWS377-FIT (UK),FA7000123,200,FA7000123200,Test EWS377-FIT (UK) Throughput Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350317,EWS377-FIT (UK),FA7000124,200,FA7000124200,Test EWS377-FIT (UK) MAC 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350318,EWS377-FIT (INT),FA7000125,200,FA7000125200,Test EWS377-FIT (INT) Throughput Test 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1102A1350318,EWS377-FIT (INT),FA7000126,200,FA7000126200,Test EWS377-FIT (INT) MAC 2.00,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,5100Z5739300,CS110-24 ASSEM (Bundle),FA7000200,211,FA7000200211,Test CS110-24 InnerLoop Test 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,5100Z5739300,CS110-24 ASSEM (Bundle),FA7000201,201,FA7000201201,Test CS110-24 System Test 2.01,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,5100Z5739300,CS110-24 ASSEM (Bundle),FA7000202,211,FA7000202211,Test CS110-24 MAC 2.11,ÄÊ¼Ý,,,,,,,,,,,,,,,,
2022/10/6,1408A0009301,MX67W-HW,FA7000207,221,FA7000207221,Test MX67W-HW Fianl Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0088,2022/12/13,2022/12/21,,,,,,,,,,,
2022/10/6,1408A0009301,MX67W-HW,FA7000208,231,FA7000208231,Test MX67W-HW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/6,5216A1489010,MX67W-HW,FA7000209,221,FA7000209221,Test MX67W-HW PCBA Test 2.21,ÄÊ¼Ý,X,X,¦¹PCBA »sµ{´ú¸Õ²¾°£,X,X,,,,,,,,,,,
2022/10/6,1408A0009301,MX67W-HW,FA7000210,241,FA7000210241,Test MX67W-HW Power Calibration Radio12 2.41,ÄÊ¼Ý,Done,Done,SENAO111-202212-0088,2022/12/13,2022/12/21,,,,,,,,,,,
2022/10/6,1408A0009301,MX67W-HW,FA7000211,211,FA7000211211,Test MX67W-HW Throughput Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0088,2022/12/13,2022/12/21,,,,,,,,,,,
2022/10/6,1408A0009301,MX67W-HW,FA7000212,221,FA7000212221,Test MX67W-HW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000213,221,FA7000213221,Test MX67C-HW-NA Fianl Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0193,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000214,231,FA7000214231,Test MX67C-HW-NA IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000215,231,FA7000215231,Test MX67C-HW-NA LTE Test 2.31,ÄÊ¼Ý,Done,Done,SENAO111-202212-0193,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000216,221,FA7000216221,Test MX67C-HW-NA PCBA Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0193,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000217,201,FA7000217201,Test MX67C-HW-NA Power Calibration LTE II 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0193,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000218,211,FA7000218211,Test MX67C-HW-NA Power Calibration LTE 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0193,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009302,MX67C-HW-NA,FA7000219,221,FA7000219221,Test MX67C-HW-NA MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000220,221,FA7000220221,Test MX67C-HW-WW Fianl Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0194,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000221,231,FA7000221231,Test MX67C-HW-WW IIP Test 2.31,ÄÊ¼Ý,X,X,IIP test combine with MAC (12/5 §R°£ FA7),X,X,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000222,221,FA7000222221,Test MX67C-HW-WW LTE Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0194,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000223,221,FA7000223221,Test MX67C-HW-WW PCBA Test 2.21,ÄÊ¼Ý,Done,Done,SENAO111-202212-0194,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000224,201,FA7000224201,Test MX67C-HW-WW Power Calibration LTE II 2.01,ÄÊ¼Ý,Done,Done,SENAO111-202212-0194,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000225,211,FA7000225211,Test MX67C-HW-WW Power Calibration LTE 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202212-0194,2022/12/26,2023/1/4,,,,,,,,,,,
2022/10/6,1408A0009303,MX67C-HW-WW,FA7000226,221,FA7000226221,Test MX67C-HW-WW MAC 2.21,ÄÊ¼Ý,X,X,X,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000227,211,FA7000227211,Test Z3-HW CheckPower 2.11,ÄÊ¼Ý,X,X,¦¹PCBA »sµ{´ú¸Õ²¾°£,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000228,221,FA7000228221,Test Z3-HW IIP Test 2.21,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000229,201,FA7000229201,Test Z3-HW LableCheck 2.01,ÄÊ¼Ý,X,X,¼ÈµLµo¦æ»Ý¨D,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000230,211,FA7000230211,Test Z3-HW LableCheckII 2.11,ÄÊ¼Ý,X,X,¼ÈµLµo¦æ»Ý¨D,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000231,211,FA7000231211,Test Z3-HW PCBA Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000232,221,FA7000232221,Test Z3-HW Power Calibration 2.21,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000233,211,FA7000233211,Test Z3-HW PSE Test 2.11,ÄÊ¼Ý,X,X,¼ÈµLµo¦æ»Ý¨D,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000234,201,FA7000234201,Test Z3-HW Throughput Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1128000,Z3-HW,FA7000235,221,FA7000235221,Test Z3-HW MAC 2.21,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000236,221,FA7000236221,Test Z3C-HW-NA IIP Test 2.21,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000237,211,FA7000237211,Test Z3C-HW-NA LTE Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202308-0057,2023/8/11,2023/8/16,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000238,201,FA7000238201,Test Z3C-HW-NA PCBA Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000239,201,FA7000239201,Test Z3C-HW-NA Power Calibration 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000240,201,FA7000240201,Test Z3C-HW-NA Power Calibration LTE II 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000241,211,FA7000241211,Test Z3C-HW-NA Power Calibration LTE 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000242,201,FA7000242201,Test Z3C-HW-NA Throughput Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197300,Z3C-HW-NA,FA7000243,221,FA7000243221,Test Z3C-HW-NA MAC 2.21,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000244,241,FA7000244241,Test Z3C-HW-WW IIP Test 2.41,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000245,211,FA7000245211,Test Z3C-HW-WW LTE Test 2.11,ÄÊ¼Ý,Done,Done,SENAO111-202308-0057,2023/8/11,2023/8/16,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000246,201,FA7000246201,Test Z3C-HW-WW PCBA Test 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000247,201,FA7000247201,Test Z3C-HW-WW Power Calibration 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000248,201,FA7000248201,Test Z3C-HW-WW Power Calibration LTE II 2.01,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000249,211,FA7000249211,Test Z3C-HW-WW Power Calibration LTE 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000250,211,FA7000250211,Test Z3C-HW-WW Throughput Test 2.11,ÄÊ¼Ý,X,X,µ{¦¡¦A¶iª©,X,X,,,,,,,,,,,
2022/10/6,1102A1197301,Z3C-HW-WW,FA7000251,231,FA7000251231,Test Z3C-HW-WW MAC 2.31,ÄÊ¼Ý,Done,Done,SENAO111-202308-0057,2023/8/11,2023/8/16,,,,,,,,,,,
2022/10/6,1102A1197302,Z3C-HW-JP,FA7000252,241,FA7000252241,Test Z3C-HW-JP IIP Test 2.41,ÄÊ¼Ý,X,X,¼ÈµLµo¦æ»Ý¨D,X,X,,,,,,,,,,,
